age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,management,single,tertiary,no,518,yes,no,cellular,18,may,399,1,-1,0,unknown,no
37,admin.,divorced,secondary,no,295,yes,yes,cellular,11,may,202,3,265,2,failure,no
58,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
34,technician,single,secondary,no,486,yes,no,unknown,27,may,185,1,-1,0,unknown,no
42,admin.,married,secondary,no,329,no,no,cellular,19,aug,347,3,-1,0,unknown,no
53,management,married,secondary,no,4601,yes,no,unknown,20,jun,100,4,-1,0,unknown,no
39,admin.,divorced,secondary,no,223,yes,yes,cellular,12,may,115,2,-1,0,unknown,no
28,technician,single,tertiary,no,172,yes,yes,cellular,3,apr,100,14,60,2,failure,no
55,management,married,secondary,no,190,no,no,unknown,9,jun,271,2,-1,0,unknown,no
38,management,married,tertiary,no,516,yes,no,telephone,16,apr,198,3,-1,0,unknown,no
29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success,yes
47,services,divorced,secondary,no,-1730,yes,yes,cellular,18,may,178,3,-1,0,unknown,no
54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,no
51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,yes
51,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,1,84,1,,no
21,admin.,single,secondary,no,325,yes,no,unknown,16,may,467,1,-1,0,unknown,no
57,retired,married,tertiary,no,0,no,no,cellular,28,may,141,3,-1,0,unknown,no
26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
53,technician,divorced,secondary,no,388,yes,yes,cellular,29,jan,67,1,247,1,failure,no
33,blue-collar,married,secondary,no,35,yes,no,telephone,20,apr,87,1,322,1,failure,no
52,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,5,-1,0,unknown,no
41,services,married,,no,394,yes,no,cellular,5,may,52,3,-1,0,unknown,no
42,technician,married,secondary,no,233,no,no,cellular,20,aug,143,4,-1,0,unknown,no
37,management,Married,tertiary,no,1330,yes,no,unknown,13,may,60,1,-1,0,unknown,no
53,unemployed,married,,no,210,yes,no,telephone,21,jul,280,3,-1,0,unknown,no
55,self-employed,married,secondary,no,2387,yes,no,cellular,25,jul,155,4,-1,0,unknown,no
38,services,married,secondary,no,53,no,no,cellular,4,feb,226,1,-1,0,unknown,no
42,management,married,tertiary,no,1220,yes,no,telephone,28,jul,155,2,-1,0,unknown,no
26,technician,single,tertiary,no,1972,yes,no,cellular,29,jan,221,2,-1,0,unknown,no
59,admin.,married,secondary,no,231,no,yes,cellular,17,nov,59,1,-1,0,unknown,no
41,management,married,tertiary,no,850,no,no,unknown,6,jun,262,2,-1,0,unknown,no
23,admin.,single,secondary,no,1358,no,no,cellular,27,may,237,2,-1,0,unknown,no
51,technician,M,tertiary,no,0,yes,no,unknown,16,may,330,19,-1,0,unknown,no
31,admin.,married,secondary,no,413,yes,no,unknown,14,may,574,2,-1,0,unknown,no
57,admin.,married,,no,0,yes,no,unknown,15,may,215,2,-1,0,unknown,no
19,student,single,,no,108,no,no,cellular,9,mar,273,2,182,1,success,yes
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,1,89,2,success,yes
51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,yes
44,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180,2,-1,0,unknown,no
29,management,single,tertiary,no,1739,yes,no,cellular,3,jun,114,1,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,104,no,no,cellular,9,jul,71,1,-1,0,unknown,no
26,technician,single,tertiary,no,1066,no,no,cellular,4,jun,112,1,50,1,success,no
44,unemployed,married,secondary,no,0,yes,no,cellular,17,nov,58,1,195,2,failure,no
48,admin.,married,secondary,no,13551,no,no,unknown,11,jun,89,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,56,no,no,unknown,24,jun,481,6,-1,0,unknown,no
32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,81,1,182,1,failure,no
31,blue-collar,single,primary,no,817,yes,no,cellular,17,apr,160,1,-1,0,unknown,no
19,student,single,secondary,no,4,no,no,cellular,3,sep,114,1,-1,0,unknown,no
33,management,single,tertiary,no,2294,yes,no,cellular,18,may,81,1,178,1,,no
30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130,4,-1,0,unknown,no
32,management,married,tertiary,no,71,no,no,cellular,2,feb,75,1,-1,0,unknown,no
28,blue-collar,married,primary,no,254,yes,no,cellular,20,apr,149,2,-1,0,unknown,no
25,admin.,single,secondary,no,61,yes,no,unknown,9,may,345,9,-1,0,unknown,no
50,admin.,married,secondary,no,546,no,no,cellular,28,jul,82,6,-1,0,unknown,no
38,technician,single,secondary,no,2442,no,no,cellular,27,may,161,1,100,3,success,no
35,self-employed,married,secondary,no,0,yes,no,telephone,7,jul,126,4,-1,0,unknown,no
28,entrepreneur,married,tertiary,no,4064,no,yes,cellular,11,may,93,2,-1,0,unknown,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
41,unknown,single,,no,1259,no,no,unknown,11,jun,177,8,-1,0,unknown,no
46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,no
37,blue-collar,married,primary,no,2079,yes,yes,cellular,14,may,299,1,360,2,failure,no
45,admin.,divorced,,no,857,no,no,telephone,8,jul,49,7,-1,0,unknown,no
58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,-1,0,unknown,yes
56,entrepreneur,married,tertiary,no,1297,yes,no,unknown,16,may,180,1,-1,0,unknown,no
33,technician,married,secondary,no,1021,yes,no,unknown,3,jun,361,3,-1,0,unknown,no
36,blue-collar,single,primary,no,263,yes,no,cellular,17,apr,199,2,337,2,failure,no
30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
20,student,single,,no,179,no,no,cellular,23,sep,317,1,182,6,failure,no
40,technician,married,tertiary,no,84,no,no,cellular,28,aug,715,8,-1,0,unknown,no
43,management,married,tertiary,no,1451,yes,no,unknown,20,jun,11,12,-1,0,unknown,no
39,housemaid,married,primary,no,0,yes,no,telephone,16,jul,129,6,-1,0,unknown,no
59,retired,married,primary,no,0,yes,no,cellular,29,jul,45,7,-1,0,unknown,no
57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,failure,no
41,admin.,married,secondary,no,14968,no,no,cellular,23,jul,1360,4,-1,0,unknown,yes
35,admin.,single,secondary,no,507,yes,no,cellular,22,jul,560,2,-1,0,unknown,yes
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
52,entrepreneur,married,secondary,yes,-36,no,yes,cellular,15,jul,199,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,106,1,success,yes
36,management,single,tertiary,no,1804,no,no,cellular,7,may,170,1,366,1,,no
56,retired,married,,no,230,no,no,cellular,8,sep,167,1,92,2,failure,no
42,entrepreneur,married,secondary,no,46,no,no,cellular,2,feb,1013,1,-1,0,unknown,no
33,technician,single,secondary,no,261,yes,no,unknown,14,may,622,1,-1,0,unknown,no
44,management,married,tertiary,no,-1636,yes,yes,cellular,11,may,257,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,2366,yes,no,cellular,11,may,249,1,356,2,failure,no
48,blue-collar,married,secondary,no,1730,yes,no,cellular,10,aug,158,1,102,1,success,no
40,unemployed,single,tertiary,no,97,yes,yes,cellular,2,feb,73,1,252,1,failure,no
55,technician,married,secondary,no,-14,yes,no,cellular,12,may,82,4,-1,0,unknown,no
49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
28,student,single,tertiary,no,471,yes,no,cellular,6,may,209,1,-1,0,unknown,no
42,admin.,single,tertiary,no,168,yes,no,cellular,17,jul,295,1,-1,0,unknown,no
30,admin.,single,secondary,no,219,yes,yes,cellular,18,may,91,6,-1,0,unknown,no
46,management,married,tertiary,no,125,yes,no,telephone,12,may,81,5,-1,0,unknown,no
34,blue-collar,married,primary,no,571,yes,no,unknown,23,may,202,2,-1,0,unknown,no
41,technician,married,tertiary,no,91,no,yes,cellular,29,jul,204,3,-1,0,unknown,no
33,technician,married,secondary,no,153,yes,no,unknown,16,may,148,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,561,yes,no,cellular,14,may,632,1,339,2,failure,no
23,admin.,single,secondary,no,21,yes,yes,cellular,14,may,183,3,-1,0,unknown,no
28,technician,single,secondary,no,113,no,no,cellular,30,apr,108,1,-1,0,unknown,no
77,retired,married,primary,no,2223,no,no,telephone,10,aug,365,2,187,1,success,no
52,blue-collar,married,primary,no,1054,no,no,cellular,4,aug,273,1,-1,0,unknown,no
31,admin.,single,secondary,yes,4,yes,yes,cellular,8,jul,144,1,-1,0,unknown,no
34,management,divorced,tertiary,no,2279,yes,yes,cellular,20,apr,138,2,150,4,,no
20,student,single,primary,no,134,no,no,cellular,12,jul,273,1,277,3,,no
41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,4,-1,0,unknown,yes
60,admin.,married,secondary,no,12980,no,no,cellular,3,sep,177,2,182,1,success,no
35,management,single,tertiary,no,2928,yes,no,cellular,18,nov,54,1,-1,0,unknown,no
50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
60,retired,married,tertiary,no,3461,no,no,cellular,26,may,94,2,112,2,failure,no
39,admin.,single,secondary,no,470,yes,no,unknown,20,jun,44,2,-1,0,unknown,no
30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,may,84,3,-1,0,unknown,no
54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,327,yes,no,telephone,18,may,21,2,-1,0,unknown,no
45,admin.,married,secondary,no,520,yes,no,unknown,14,may,452,1,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,28,aug,19,14,-1,0,unknown,no
43,management,married,secondary,no,375,yes,no,unknown,6,may,196,2,-1,0,unknown,no
60,self-employed,single,secondary,no,312,yes,no,unknown,2,jun,210,2,-1,0,unknown,no
52,technician,married,secondary,no,2206,yes,no,unknown,20,jun,20,18,-1,0,unknown,no
55,services,divorced,secondary,no,72,yes,yes,unknown,15,may,384,4,-1,0,unknown,no
32,services,married,secondary,yes,-684,yes,no,unknown,27,may,298,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,178,yes,no,cellular,11,jul,595,2,-1,0,unknown,no
23,student,single,secondary,no,287,no,no,telephone,3,mar,700,3,180,1,,no
41,technician,divorced,secondary,no,611,yes,no,cellular,28,jul,157,5,-1,0,unknown,no
50,blue-collar,married,primary,no,42,yes,no,unknown,4,jun,170,3,-1,0,unknown,no
59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,416,4,-1,0,unknown,yes
28,admin.,married,tertiary,no,153,yes,no,cellular,5,jun,77,1,-1,0,unknown,no
33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
33,technician,married,tertiary,no,15169,yes,no,cellular,20,nov,103,1,-1,0,unknown,no
50,services,divorced,secondary,no,256,yes,no,unknown,19,may,316,2,-1,0,unknown,no
34,technician,married,secondary,no,0,yes,no,cellular,23,jul,429,1,-1,0,unknown,no
37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
32,admin.,married,secondary,no,167,yes,no,cellular,30,jul,103,6,-1,0,unknown,no
44,entrepreneur,married,secondary,no,168,no,no,unknown,19,jun,167,2,-1,0,unknown,no
74,retired,married,tertiary,no,1742,no,no,cellular,28,oct,1092,1,-1,0,unknown,no
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,84,1,failure,no
39,blue-collar,married,primary,no,568,yes,no,unknown,21,may,173,3,-1,0,unknown,no
45,self-employed,married,secondary,no,571,yes,no,cellular,19,aug,361,5,-1,0,unknown,no
39,management,divorced,tertiary,no,1387,yes,no,cellular,14,aug,373,2,-1,0,unknown,no
31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,-1,0,unknown,no
62,housemaid,married,,no,2021,no,no,telephone,26,feb,361,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,873,yes,no,unknown,20,jun,44,3,-1,0,unknown,no
25,entrepreneur,married,tertiary,no,38,yes,no,cellular,22,jul,278,5,,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,319,5,-1,0,unknown,no
56,self-employed,married,primary,no,-34,yes,yes,unknown,5,may,212,2,-1,0,unknown,no
38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,no
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,yes
45,services,married,secondary,no,22,yes,no,unknown,8,may,209,3,-1,0,unknown,no
58,retired,married,secondary,no,1227,no,no,cellular,8,jul,625,1,156,1,failure,no
38,admin.,married,secondary,no,46,yes,yes,unknown,6,may,195,1,-1,0,unknown,no
31,blue-collar,married,primary,no,229,no,no,telephone,8,jul,186,2,-1,0,unknown,no
38,services,single,secondary,no,70,yes,no,cellular,15,may,150,3,-1,0,unknown,no
26,admin.,married,secondary,no,8,yes,yes,cellular,24,jul,46,1,-1,0,unknown,no
58,services,married,secondary,no,5087,no,no,unknown,19,jun,135,1,-1,0,unknown,no
46,unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no
42,services,married,secondary,no,174,yes,no,cellular,11,may,67,1,-1,0,unknown,no
31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
49,technician,divorced,secondary,no,790,yes,no,cellular,7,aug,324,3,-1,0,unknown,no
40,blue-collar,single,secondary,no,1066,yes,no,unknown,21,may,171,1,-1,0,unknown,no
50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
40,management,married,primary,no,1231,yes,yes,unknown,15,may,184,2,-1,0,unknown,no
54,technician,married,secondary,no,473,no,yes,cellular,13,aug,112,1,-1,0,unknown,no
42,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown,yes
29,services,married,secondary,no,10,yes,no,cellular,14,jul,246,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
28,technician,single,tertiary,no,875,yes,no,cellular,6,may,55,1,-1,0,unknown,no
33,technician,single,tertiary,no,154,no,no,cellular,18,mar,159,2,-1,0,unknown,no
40,blue-collar,single,secondary,no,677,yes,no,cellular,17,nov,619,1,171,5,,no
57,blue-collar,married,primary,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown,no
52,admin.,married,secondary,no,5122,no,yes,cellular,7,aug,218,7,-1,0,unknown,no
31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,-1,0,unknown,yes
47,entrepreneur,married,,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
26,entrepreneur,single,secondary,no,87,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
57,retired,married,secondary,no,256,no,no,cellular,7,aug,198,4,-1,0,unknown,no
45,blue-collar,married,primary,no,1945,yes,no,cellular,15,may,63,4,-1,0,unknown,no
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no
44,management,single,tertiary,no,670,yes,no,cellular,31,jul,435,6,-1,0,unknown,no
31,unemployed,married,secondary,no,314,yes,no,unknown,26,may,149,7,-1,0,unknown,no
49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,362,1,success,yes
38,blue-collar,single,primary,no,162,yes,no,unknown,8,may,200,2,-1,0,unknown,no
29,admin.,single,secondary,no,171,yes,no,unknown,11,jun,83,10,-1,0,unknown,no
34,technician,married,secondary,no,272,yes,no,cellular,4,feb,287,1,201,2,failure,no
26,student,single,tertiary,no,255,no,no,cellular,26,may,264,2,-1,0,unknown,no
56,retired,married,secondary,yes,101,no,yes,unknown,19,jun,330,1,-1,0,unknown,no
32,admin.,married,secondary,no,2,yes,no,cellular,25,jul,132,5,-1,0,unknown,no
37,management,single,tertiary,no,8066,no,no,telephone,13,aug,57,1,-1,0,unknown,no
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,-1,1,147,1,success,yes
58,housemaid,married,primary,no,258,no,no,unknown,9,jun,174,1,-1,0,unknown,no
46,management,married,secondary,no,790,yes,no,cellular,17,apr,365,1,-1,0,unknown,no
50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no
28,management,single,secondary,no,311,yes,no,unknown,20,jun,23,13,-1,0,unknown,no
57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,unknown,no
61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,141,2,95,2,,no
40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,-1,0,unknown,no
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,unknown,yes
42,blue-collar,married,,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no
36,self-employed,married,secondary,no,14,yes,yes,cellular,11,may,210,1,-1,0,unknown,no
26,management,single,tertiary,no,1222,no,yes,cellular,11,feb,108,1,-1,0,unknown,no
39,blue-collar,single,primary,no,207,no,yes,unknown,16,jun,35,3,-1,0,unknown,no
50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,unknown,no
56,services,married,secondary,no,467,no,yes,telephone,29,jul,105,8,-1,0,unknown,no
37,admin.,married,secondary,no,1335,yes,no,telephone,3,apr,309,4,262,4,,no
58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,1149,2,-1,0,unknown,yes
32,admin.,married,secondary,no,901,yes,no,cellular,20,nov,140,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,0,yes,yes,unknown,21,may,143,2,-1,0,unknown,no
53,blue-collar,divorced,primary,no,235,no,no,cellular,30,jul,241,2,-1,0,unknown,no
27,management,married,tertiary,no,342,yes,no,cellular,17,jul,818,1,-1,0,unknown,no
52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
37,management,married,tertiary,no,1813,yes,no,unknown,21,may,291,4,-1,0,unknown,no
40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
32,self-employed,single,tertiary,no,562,yes,yes,cellular,8,apr,84,1,-1,0,unknown,no
35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no
55,services,married,secondary,no,96,no,no,telephone,30,jul,340,2,-1,0,unknown,no
46,management,divorced,tertiary,no,461,no,no,cellular,10,mar,127,1,70,2,success,no
33,blue-collar,single,secondary,no,-38,yes,no,cellular,18,may,184,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-322,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
33,blue-collar,single,primary,no,910,yes,no,cellular,20,apr,42,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,no
26,blue-collar,married,secondary,no,242,yes,no,cellular,24,jul,117,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,3148,no,yes,cellular,13,aug,57,2,-1,0,unknown,no
47,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,3,-1,0,unknown,yes
53,self-employed,married,tertiary,no,20,yes,no,cellular,7,aug,218,2,-1,0,unknown,no
40,management,divorced,tertiary,no,390,no,no,cellular,29,jul,80,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,334,yes,no,telephone,24,jul,575,4,-1,0,unknown,no
32,technician,single,tertiary,no,47,yes,no,cellular,3,feb,693,7,204,3,failure,no
58,retired,married,secondary,no,3542,yes,no,telephone,29,jul,345,17,-1,0,unknown,no
43,management,single,tertiary,no,3872,yes,no,cellular,9,jul,225,2,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,cellular,20,aug,252,3,-1,0,unknown,no
39,technician,married,secondary,no,597,yes,no,unknown,21,may,298,2,-1,0,unknown,no
28,admin.,single,tertiary,no,422,yes,no,unknown,9,may,274,1,-1,0,unknown,no
36,management,married,tertiary,no,708,yes,no,cellular,17,jul,59,3,-1,0,unknown,no
59,unemployed,married,secondary,no,561,no,no,telephone,19,oct,323,2,-1,0,unknown,no
28,technician,single,secondary,no,1,yes,no,unknown,29,may,364,3,-1,0,unknown,no
51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,no
46,services,married,secondary,no,0,no,no,cellular,18,aug,74,4,-1,0,unknown,no
36,admin.,divorced,secondary,no,-37,yes,no,unknown,27,may,151,1,-1,0,unknown,no
52,management,married,tertiary,no,967,no,no,cellular,25,aug,472,10,-1,0,unknown,no
46,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,2800,yes,no,unknown,14,may,668,1,-1,0,unknown,no
32,admin.,married,secondary,no,514,yes,no,unknown,8,may,459,1,-1,0,unknown,no
41,blue-collar,married,primary,no,-7,yes,no,cellular,6,may,104,2,365,2,failure,no
31,N/A,married,secondary,no,169,yes,no,unknown,27,may,143,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53,1,325,1,failure,no
42,management,married,tertiary,no,0,no,no,unknown,20,may,66,12,-1,0,unknown,no
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,unknown,no
47,management,married,tertiary,no,2473,yes,yes,cellular,31,jul,122,2,-1,0,unknown,no
28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,no
46,blue-collar,married,secondary,no,-3,yes,no,cellular,29,jan,79,2,265,2,failure,no
54,blue-collar,married,primary,no,6812,yes,no,cellular,7,aug,108,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,141,yes,yes,unknown,14,may,21,10,-1,0,unknown,no
36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown,no
33,technician,single,tertiary,no,2164,yes,no,cellular,18,may,8,11,-1,0,unknown,no
36,blue-collar,married,secondary,no,2454,yes,no,cellular,6,apr,1859,1,-1,0,unknown,no
54,housemaid,married,secondary,no,991,no,no,telephone,31,jul,11,6,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,apr,319,2,340,1,failure,no
53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,2,93,2,failure,no
74,retired,married,tertiary,no,4912,no,no,telephone,21,oct,129,3,-1,0,unknown,no
32,management,married,tertiary,no,71,no,no,cellular,6,aug,80,3,-1,0,unknown,no
29,services,single,primary,no,339,no,no,unknown,4,jul,1576,3,-1,0,unknown,yes
37,blue-collar,single,secondary,no,9306,yes,no,cellular,11,may,603,1,-1,0,unknown,no
44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,no
51,technician,married,secondary,no,58,yes,no,cellular,11,jul,128,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown,yes
31,management,married,tertiary,no,1514,no,no,cellular,12,aug,284,2,-1,0,unknown,no
47,management,married,tertiary,no,838,no,no,cellular,11,aug,72,3,-1,0,unknown,no
33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,no
58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown,no
30,technician,married,secondary,no,817,yes,no,cellular,21,nov,208,3,91,4,failure,no
44,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171,1,-1,0,unknown,no
47,unknown,married,,no,677,no,no,cellular,30,apr,900,2,86,2,failure,yes
38,management,married,tertiary,no,1074,no,no,cellular,8,aug,153,8,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,744,yes,no,cellular,21,nov,59,3,-1,0,unknown,no
45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,1,-1,0,unknown,no
53,technician,married,secondary,no,112,no,no,telephone,4,may,104,4,-1,0,unknown,no
41,management,married,tertiary,no,1194,no,no,cellular,14,aug,50,5,-1,0,unknown,no
28,management,single,tertiary,no,1086,yes,no,unknown,29,may,128,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,271,1,349,4,failure,no
27,blue-collar,married,,no,-442,yes,no,unknown,30,may,85,7,-1,0,unknown,no
2,technician,married,tertiary,no,77,yes,no,cellular,16,jul,143,1,-1,0,unknown,no
29,blue-collar,married,primary,no,50,no,no,cellular,8,jul,185,2,-1,0,unknown,no
39,management,married,tertiary,no,183,yes,no,unknown,9,may,324,2,-1,0,unknown,no
50,technician,single,secondary,no,3897,no,no,cellular,26,oct,298,1,-1,0,unknown,no
42,blue-collar,married,,no,732,yes,no,telephone,20,apr,33,1,339,1,failure,no
48,admin.,married,secondary,no,-30,yes,no,cellular,7,may,133,1,-1,0,unknown,no
42,technician,single,secondary,no,1037,yes,no,unknown,30,may,231,2,-1,0,unknown,no
50,retired,divorced,primary,no,2790,no,no,cellular,21,jul,236,2,-1,0,unknown,no
30,technician,single,secondary,no,194,no,yes,cellular,27,aug,60,3,-1,0,unknown,no
31,management,single,secondary,no,202,yes,no,cellular,7,may,590,1,-1,0,unknown,no
28,management,single,tertiary,no,788,yes,yes,cellular,18,may,169,1,-1,0,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,17,jul,654,1,-1,0,unknown,no
31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58,2,-1,0,unknown,no
55,services,married,,no,1210,yes,no,unknown,30,may,868,1,-1,0,unknown,no
29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
50,housemaid,divorced,secondary,no,0,no,no,cellular,19,nov,126,1,-1,0,unknown,no
49,technician,married,tertiary,no,523,yes,no,cellular,3,apr,203,1,31,2,success,no
42,management,divorced,tertiary,no,1622,yes,no,cellular,12,aug,158,2,-1,0,unknown,no
55,retired,married,primary,no,868,no,no,unknown,19,jun,207,1,-1,0,unknown,no
54,services,married,tertiary,no,0,no,no,cellular,28,aug,282,2,-1,0,unknown,no
46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,yes
30,management,single,tertiary,no,140,no,no,cellular,28,jan,186,1,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,may,268,6,-1,0,unknown,no
31,self-employed,single,tertiary,no,917,no,yes,cellular,17,nov,367,3,-1,0,unknown,no
42,blue-collar,married,primary,no,692,no,yes,unknown,19,jun,207,1,-1,0,unknown,no
38,management,married,tertiary,yes,540,no,no,cellular,18,nov,205,1,-1,0,unknown,no
43,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
36,technician,married,tertiary,no,-290,yes,yes,cellular,29,jan,150,1,189,3,failure,no
45,admin.,single,primary,no,1811,no,no,telephone,31,jul,50,7,-1,0,unknown,no
30,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716,3,-1,0,unknown,yes
59,management,single,tertiary,no,1180,no,no,cellular,30,jul,22,3,-1,0,unknown,no
44,technician,single,tertiary,no,607,yes,no,unknown,13,may,119,2,-1,0,unknown,no
50,blue-collar,married,primary,no,811,no,no,unknown,11,jun,103,3,-1,0,unknown,no
